name,state,lat,lon
Bolaang Mongondow Selatan,North Sulawesi,0.45333599999999996,124.17963002979505
Sigi Regency,Central Sulawesi,-1.3211588,119.9987265
Toraja Utara,South Sulawesi,-2.861242,119.84201182894404
Maluku Barat Daya,Maluku,-7.7867206,126.24278269900458
Buru,Maluku,-3.35390945,126.64891836944999
Pulau Morotai,North Maluku,2.31292335,128.4418555663806
Tambrauw,Southwest Papua,-0.85012825,132.7243580581813
Mamberamo Raya,Papua,-2.39570045,137.81688352876023
Yalimo,Highland Papua,-3.7353308,139.55058153295795
Lanny Jaya,Highland Papua,-3.9977349,138.37311646689645
Nduga,Highland Papua,-4.4431202,138.22483809556405
Cisarua,West Java,-6.70841215,106.96227504141362
Dogiyai,Central Papua,-4.00475095,135.71669639990017
Intan Jaya,Central Papua,-3.5229883,136.71846614467228
Deiyai,Central Papua,-4.18793855,136.44531264172787
